,region,gravity,type,2016,2017,2018,2019,2020,2021
1526,Челябинская область,тяжких,группой лиц,39,28,27,34,27,17
1527,Алтайский край,тяжких,группой лиц,13,6,9,9,10,13
1528,Забайкальский край,тяжких,группой лиц,27,13,26,14,8,8
1529,Иркутская область,тяжких,группой лиц,53,34,25,27,11,17
1530,Кемеровская область - Кузбасс,тяжких,группой лиц,39,16,20,22,28,12
1531,Красноярский край,тяжких,группой лиц,67,33,27,14,22,22
1532,Новосибирская область,тяжких,группой лиц,15,12,11,7,5,5
1533,Омская область,тяжких,группой лиц,31,14,12,8,5,3
1534,Республика Алтай,тяжких,группой лиц,0,1,3,4,0,1
1535,Республика Бурятия,тяжких,группой лиц,26,12,21,8,10,4
1536,Республика Тыва,тяжких,группой лиц,4,10,8,10,8,6
1537,Республика Хакасия,тяжких,группой лиц,7,1,7,3,1,1
1538,Томская область,тяжких,группой лиц,11,9,2,11,10,7
