,region,gravity,type,2016,2017,2018,2019,2020,2021
3417,Ямало-Ненецкий автономный округ (Тюменская область),небольшой тяжести,в состоянии опьянения: алкогольного,312.673,224.979,222.636,187.08,195.061,157.95
3418,Челябинская область,небольшой тяжести,в состоянии опьянения: алкогольного,293.94,236.1,227.882,208.214,199.257,193.069
3419,Алтайский край,небольшой тяжести,в состоянии опьянения: алкогольного,392.212,332.42,303.096,282.749,274.518,247.087
3420,Забайкальский край,небольшой тяжести,в состоянии опьянения: алкогольного,434.529,367.198,352.72,337.967,360.196,336.122
3421,Иркутская область,небольшой тяжести,в состоянии опьянения: алкогольного,255.512,240.815,247.318,220.747,216.21,195.282
3422,Кемеровская область - Кузбасс,небольшой тяжести,в состоянии опьянения: алкогольного,394.462,350.149,318.382,261.942,245.424,225.294
3423,Красноярский край,небольшой тяжести,в состоянии опьянения: алкогольного,278.947,237.853,195.133,167.361,167.396,163.661
3424,Новосибирская область,небольшой тяжести,в состоянии опьянения: алкогольного,162.911,140.454,128.512,103.602,90.023,85.145
3425,Омская область,небольшой тяжести,в состоянии опьянения: алкогольного,171.85,146.957,161.779,153.277,153.581,131.483
3426,Республика Алтай,небольшой тяжести,в состоянии опьянения: алкогольного,571.665,493.993,513.154,454.616,476.88,429.954
